"MESSAGEID","COMMUNICATIONSOURCE","VENDORCODE","MUNETWORKID","NUMERATOR","STATUS","TIME","MESSAGETYPE","MESSAGESOURCE","GPSCONNECTION","OPERATIONMODE","EVENTCODE","DISTRESS","IGNITION","SHOCK","DOOR","OUTGPSPOWER","OUTGRADSTOP","OUTSIRENCONTROL","OUTDOORUNLOCK","OUTIMMOBILIZER","OUTDOORLOCK","OUTBLINKERCONTROL","OUTINTERNALLIGHTS","MAINSUPPLYVOLTAGE","BACKUPBATTERYVOLTAGE","MAINPOWERREGULATEDVOLTAGE","ANALOGVOLTAGE","DISTANCE","DALLASCODE","LASTGPSFIX","GPSNUMBEROFSATELLITESUSED","GPSLONGITUDE","GPSLATITUDE","GPSALTITUDE","GPSGROUNDSPEED","SPEEDDIRECTION","HWVERSION","SWVERSION","SWPROTOCOLVERSIONIDENT","MESSAGE","INPUTA","INPUTB","MESSAGEFROMMEMORY","GSMOPERATORCODE"
"2881242866","G","DT465","2303327","120","R","2015-12-17 14:40:14.000","G","1","C","NULL","43","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","30771","NULL","2015-12-17 14:40:14.000","12","27.189825057983","38.443916320801","10.800000190735","8.5","4.7123889923096","33","33025","q","NULL","NULL","NULL","NULL","28601"
"2881242867","S","DT20N","1071958","227","R","2015-12-17 14:40:14.000","G","1","C","0","100","A","A","A","I","I","I","I","I","I","I","I","I","29.337411880493","0","0","0","861708","0","2015-12-17 14:40:00.000","7","26.6653881073","39.299919128418","4.3299999237061","2.6639997959137","1.8999999761581","221","31","z","NULL","A","I","F","28601"
"2881242868","S","DT90C","398659","175","R","12/17/2015 14:40","G","1","NULL","NULL","1005","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{""s1"":1.53029266E8,""s2"":90.4375,""s3"":511411.0,""s5"":1469.0,""s6"":13842.35,""s7"":0.0,""s8"":0.0}","NULL","NULL","NULL","NULL"
"2881242869","S","DT20N","1058633","233","R","2015-12-17 14:40:14.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","14.364376068115","0","0","0","564214","0","2015-12-17 14:40:00.000","8","28.985065460205","41.090637207031","10.139999389648","31.42799949646","3.2119998931885","221","31","z","NULL","A","I","F","28601"
"2881242870","S","DT20N","687976","147","R","2015-12-17 14:40:14.000","G","1","C","1","32","I","I","A","I","I","I","I","I","I","I","I","I","13.025323867798","0","0","0","150969","0","2015-12-17 14:40:00.000","8","38.716461181641","40.947490692139","4.5799999237061","1.0079998970032","2.4900000095367","221","31","z","NULL","A","I","T","28601"
"2881242871","G","DT465","2029199","64","R","2015-12-17 14:40:14.000","G","1","C","NULL","204","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.281000137329","NULL","NULL","NULL","208690","NULL","2015-12-17 14:40:14.000","12","32.47985458374","37.876747131348","1032.3000488281","27.299999237061","0.38397243618965","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242872","S","DT20N","1071544","24","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.607839584351","0","0","0","747976","0","2015-12-17 14:40:00.000","9","29.29688835144","40.956367492676","112.98999786377","44.783996582031","0.0020000000949949","221","31","z","NULL","A","I","F","28602"
"2881242873","G","DT465","2027975","235","R","2015-12-17 14:40:14.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.380999565124","NULL","NULL","NULL","420269","NULL","2015-12-17 14:40:14.000","12","32.979095458984","40.095977783203","935","109.59999847412","3.6302847862244","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242874","S","DT20N","1079890","36","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","13.999179840088","0","0","0","484060","0","2015-12-17 14:40:00.000","9","29.12064743042","40.95080947876","40.95000076294","18.215999603271","5.5980000495911","221","31","z","NULL","A","I","F","28603"
"2881242875","G","DT465","2021644","135","R","2015-12-17 14:40:14.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12.595999717712","0","NULL","NULL","774565","NULL","2015-12-17 14:40:14.000","12","30.68593788147","36.919574737549","99.5","0","0.15707963705063","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242876","S","DT20N","1080467","5","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","888248","0","2015-12-17 14:40:00.000","8","29.917013168335","40.762317657471","6.9400000572205","49.89599609375","1.7259999513626","221","31","z","NULL","A","I","F","28602"
"2881242877","G","DT465","2021644","135","R","2015-12-17 14:40:14.000","G","1","C","NULL","1043","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","774565","NULL","2015-12-17 14:40:14.000","12","30.68593788147","36.919574737549","99.5","0","0.15707963705063","33","208933","q","NULL","NULL","NULL","NULL","NULL"
"2881242878","S","DT20N","1058789","62","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","13.999179840088","0","0","0","2047414","0","2015-12-17 14:40:00.000","8","32.855033874512","39.886611938477","1064.9699707031","16.271999359131","2.9730000495911","221","31","z","NULL","A","I","F","28601"
"2881242879","S","DT20N","1050772","26","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.242643356323","0","0","0","231793","0","2015-12-17 14:39:00.000","7","29.223350524902","40.914554595947","141.08999633789","14.183999061584","5.2199997901917","221","31","z","NULL","A","I","F","28601"
"2881242880","S","DT20N","679865","147","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","29.093946456909","0","0","0","340390","0","2015-12-17 14:40:00.000","4","39.728054046631","40.989978790283","237.03999328613","25.415998458862","5.1659998893738","221","31","z","NULL","A","I","F","28602"
"2881242881","S","DT20T","2071870","37","R","12/17/2015 14:40","G","1","C","0","0","I","A","NULL","NULL","A","NULL","I","NULL","I","NULL","NULL","NULL","14.355999946594","NULL","NULL","NULL","245","NULL","NULL","9","40.259857177734","29.06081199646","85","44","158","NULL","NULL","NULL","io(speed=15;move=1;hdop=0.9)","NULL","NULL","NULL","28602"
"2881242882","G","DT465","2028340","220","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.298999786377","NULL","NULL","NULL","449203","NULL","2015-12-17 14:40:15.000","12","32.798198699951","39.893650054932","913.40002441406","14.39999961853","4.398229598999","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242883","S","DT20N","1086725","254","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","13.999179840088","0","0","0","488653","0","2015-12-17 14:40:00.000","8","29.098031997681","37.582553863525","1059.8699951172","73.799995422363","4.4120001792908","221","31","z","NULL","A","I","F","28601"
"2881242884","G","DT465","2023816","186","R","2015-12-17 14:40:14.000","G","1","C","NULL","53","I","I","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","92395","NULL","2015-12-17 14:40:14.000","12","29.094564437866","40.959911346435","27.799999237061","0","5.6723198890686","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242885","G","DT465","2030069","81","R","2015-12-17 14:40:14.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.390999794006","NULL","NULL","NULL","438624","NULL","2015-12-17 14:40:14.000","12","32.791900634766","39.909355163574","866.79998779297","3","5.0614547729492","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242886","S","DT20N","1060258","213","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","29.459142684936","0","0","0","890528","0","2015-12-17 14:40:00.000","8","26.937982559204","38.734886169434","22.199998855591","45.251998901367","4.8309998512268","221","31","z","NULL","A","I","F","28601"
"2881242887","G","DT465","2029319","48","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.156999588013","NULL","NULL","NULL","437308","NULL","2015-12-17 14:40:15.000","12","32.798683166504","39.892917633057","921.59997558594","0","5.8643064498901","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242888","S","DT20N","1063144","131","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","139975","0","2015-12-17 14:40:00.000","8","28.815027236939","41.01923751831","28.539999008179","17.135999679565","0.035999998450279","221","32","k","NULL","A","I","F","28601"
"2881242889","G","DT465","2028101","54","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.277000427246","0","NULL","NULL","283189","NULL","2015-12-17 14:40:15.000","12","27.242984771729","40.227172851562","49","0","3.3161256313324","33","33025","q","NULL","NULL","NULL","NULL","28601"
"2881242890","G","DT465","2026265","245","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.737000465393","0","NULL","NULL","108341","NULL","2015-12-17 14:40:15.000","12","29.415639877319","40.841358184815","187.39999389648","66.699996948242","5.8119463920593","33","33025","q","NULL","NULL","NULL","NULL","28601"
"2881242891","S","DT20N","1017544","181","R","2015-12-17 14:40:14.000","G","1","C","0","36","I","A","A","A","I","I","I","I","I","I","I","I","14.486107826233","0","0","0","696253","0","2015-12-17 14:40:00.000","9","34.585632324219","36.777610778809","-3.1299998760223","85.571998596191","1.2439999580383","221","31","z","NULL","A","I","F","28601"
"2881242892","S","DT20N","1053221","108","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.242643356323","0","0","0","85121","0","2015-12-17 14:40:00.000","7","29.460447311401","40.804206848145","166.03999328613","0","3.3680000305176","221","31","z","NULL","A","I","F","28601"
"2881242893","G","DT465","2016118","86","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","28.361999511719","NULL","NULL","NULL","186365","NULL","2015-12-17 14:40:15.000","12","29.731941223144","38.30436706543","832.29998779297","0","5.0090947151184","33","33027","q","NULL","NULL","NULL","NULL","28601"
"2881242894","S","DT20N","1029185","27","R","2015-12-17 14:40:11.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","29.093946456909","0","0","0","899500","0","2015-12-17 14:40:00.000","9","21.870332717896","45.727180480957","116.05999755859","35.927997589111","3.2430000305176","221","31","n","NULL","A","I","F","22601"
"2881242895","G","DT465","2016118","86","R","2015-12-17 14:40:15.000","G","1","C","NULL","1043","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","186365","NULL","2015-12-17 14:40:15.000","12","29.731941223144","38.30436706543","832.29998779297","0","5.0090947151184","33","208935","q","NULL","NULL","NULL","NULL","NULL"
"2881242896","G","DT465","2027968","14","R","2015-12-17 14:39:46.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.520999908447","NULL","NULL","NULL","475356","NULL","2015-12-17 14:39:46.000","12","32.811103820801","39.911891937256","886.79998779297","64.099998474121","1.2740904092789","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242897","S","DT20N","1071761","12","R","2015-12-17 14:40:15.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.607839584351","0","0","0","587144","0","2015-12-17 14:40:00.000","8","29.304588317871","40.927898406982","122.2799987793","17.208000183106","1.6089999675751","221","31","z","NULL","A","I","F","28602"
"2881242898","S","DT20N","688060","224","R","2015-12-17 14:40:15.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","203440","0","2015-12-17 14:40:00.000","9","32.622882843018","37.98176574707","1000.9499511719","32.615997314453","2.2200000286102","221","32","k","NULL","A","I","F","28602"
"2881242899","G","DT465","2024201","208","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.887000083923","0","NULL","NULL","321084","NULL","2015-12-17 14:40:15.000","12","28.918542861939","41.050483703613","102","0","2.4958207607269","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242900","G","DT465","2028334","15","R","2015-12-17 14:40:14.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.83899974823","NULL","NULL","NULL","393594","NULL","2015-12-17 14:40:14.000","12","32.783199310303","39.916816711426","857.70001220703","56.599998474121","5.3407073020935","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242901","S","DT20N","1049350","239","R","2015-12-17 14:40:15.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.486107826233","0","0","0","646860","0","2015-12-17 14:40:00.000","8","27.134729385376","38.384204864502","67","23.939998626709","6.2800002098083","221","31","z","NULL","A","I","F","28602"
"2881242902","S","DT90C","467921","70","R","2015-12-17 14:40:14.000","G","1","C","0","44","I","A","A","I","I","I","I","I","I","I","I","I","27.754894256592","0.52205890417099","3.84765625","1.50390625","1503924","0","2015-12-17 14:40:00.000","8","27.021579742432","38.494029998779","-2.8099999427795","85.067993164062","1.6000000238419","103","28","y","NULL","I","I","F","28601"
"2881242903","S","DT20N","1073914","88","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","530625","0","2015-12-17 14:40:00.000","9","29.965888977051","40.767765045166","20.579999923706","3.0599999427795","1.5980000495911","221","31","z","NULL","A","I","F","28601"
"2881242904","S","DT20N","1060223","77","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","29.215679168701","0","0","0","722319","0","2015-12-17 14:40:00.000","8","26.991125106811","38.70728302002","22.579999923706","68.327995300293","2.3870000839233","221","31","z","NULL","A","I","F","28601"
"2881242905","S","DT90F","681935","255","R","2015-12-17 14:40:12.000","G","1","C","0","36","I","A","A","A","I","I","I","I","I","I","I","I","14","0","70.00700378418","0","447320","0","2015-12-17 14:40:00.000","9","29.045866012573","40.993370056152","12.029999732971","64.223999023438","1.2230000495911","216","31","p","NULL","A","A","F","28601"
"2881242906","S","DT90F","786124","44","R","2015-12-17 14:40:15.000","G","1","C","0","31","I","A","A","A","I","I","I","I","I","I","I","I","28","0","70.00700378418","0","1549808","0","2015-12-17 14:40:00.000","9","26.40140914917","39.637809753418","240.31999206543","76.175994873047","0.15000000596046","216","31","p","NULL","A","A","T","28601"
"2881242907","S","DT20N","1057223","67","R","2015-12-17 14:40:02.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","14.486107826233","0","0","0","516647","0","2015-12-17 14:40:00.000","9","28.967269897461","41.077503204346","5.9699997901917","26.603998184204","0.51200002431869","221","31","z","NULL","A","I","F","28601"
"2881242908","S","DT900","191572","246","R","2015-12-17 14:40:14.000","G","1","C","0","44","I","A","A","A","I","I","I","I","I","I","I","I","28.241823196411","0.28475940227509","3.92578125","1.904296875","3444929","0","2015-12-17 14:40:00.000","6","27.043855667114","38.472972869873","6.4499998092651","0","5.5570001602173","37","25","j","NULL","A","A","F","NULL"
"2881242909","S","DT90C","723761","66","R","2015-12-17 14:40:15.000","G","1","C","0","36","I","A","A","A","I","I","I","I","I","I","I","I","27.633163452148","1.1864974498749","3.90625","0","2127424","0","2015-12-17 14:40:00.000","9","34.706447601318","36.84024810791","24.420000076294","34.88399887085","1.1349999904633","113","29","d","NULL","I","I","F","28601"
"2881242910","S","DT900","160198","142","R","2015-12-17 14:40:14.000","G","1","C","0","44","I","A","A","A","I","I","I","I","A","I","I","I","28.241823196411","0.37967920303345","3.984375","0","645802","0","2015-12-17 14:40:00.000","9","29.488374710083","40.69522857666","10.779999732971","47.843997955322","1.2749999761581","36","28","y","NULL","I","I","F","28601"
"2881242911","S","DT20N","538643","132","R","2015-12-17 14:40:15.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.973035812378","0","0","0","1365248","0","2015-12-17 14:40:00.000","7","34.601226806641","36.792411804199","39.520000457764","30.419998168945","1.2070000171661","221","31","d","NULL","A","I","F","28601"
"2881242912","S","DT20N","1073008","190","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","297493","0","2015-12-17 14:40:00.000","8","28.906307220459","41.143035888672","39.340000152588","88.451995849609","5.4770002365112","221","31","z","NULL","A","I","F","28602"
"2881242913","S","DT20N","1072769","108","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","468753","0","2015-12-17 14:40:00.000","9","29.31081199646","40.937808990479","152.88999938965","34.73999786377","1.6610000133514","221","31","z","NULL","A","I","F","28602"
"2881242914","S","DT900","170356","70","R","2015-12-17 14:40:14.000","G","1","C","0","44","I","A","A","A","I","I","I","I","I","I","I","I","13.755715370178","0.094919800758362","3.90625","0","2887696","0","2015-12-17 14:40:00.000","7","29.284353256226","40.959777832031","125.37999725342","16.847999572754","2.0030000209808","36","25","j","NULL","I","I","F","NULL"
"2881242915","S","DT20N","1038951","9","R","2015-12-17 14:40:14.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","14.851303100586","0","0","0","8372372","0","2015-12-17 14:40:00.000","6","38.357948303223","40.62308883667","1039.1600341797","59.795997619629","0.64899998903275","221","31","o","NULL","A","I","F","28602"
"2881242916","S","DT20N","1064770","158","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","522829","0","2015-12-17 14:40:00.000","9","29.738538742065","38.297847747803","826.19995117188","0","3.9649999141693","221","31","z","NULL","A","I","F","28601"
"2881242917","S","DT20N","1057223","68","R","2015-12-17 14:40:06.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.486107826233","0","0","0","516647","0","2015-12-17 14:40:00.000","9","28.967441558838","41.077747344971","5.6599998474121","27.467998504639","0.53600001335144","221","31","z","NULL","A","I","F","28601"
"2881242918","S","DT20N","720616","114","R","2015-12-17 14:40:15.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","29.459142684936","0","0","0","6140042","0","2015-12-17 14:40:00.000","9","36.693408966065","38.139385223389","1384.1799316406","81.719993591309","0.966000020504","221","31","z","NULL","A","I","F","28601"
"2881242919","S","DT90C","723713","150","R","2015-12-17 14:40:15.000","G","1","C","0","36","I","A","A","A","I","I","I","I","I","I","I","I","27.146234512329","1.7085564136505","3.90625","0","2080420","0","2015-12-17 14:40:00.000","9","32.625137329102","39.935443878174","835.35998535156","69.55199432373","3.2490000724792","113","29","d","NULL","I","I","F","28601"
"2881242920","S","DT20N","1029255","248","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","26.902770996094","0","0","0","4369043","0","2015-12-17 14:40:00.000","9","22.971714019775","43.999431610107","68.199996948242","0","5.8740000724792","221","31","n","NULL","A","I","F","22610"
"2881242921","S","DT20N","1074538","79","R","2015-12-17 14:40:15.000","G","1","C","0","34","A","A","A","I","I","I","I","I","I","I","I","I","29.093946456909","0","0","0","1690957","0","2015-12-17 14:40:00.000","8","32.554790496826","40.947154998779","753.21997070312","106.84799194336","5.6310000419617","221","31","z","NULL","A","I","F","28601"
"2881242922","G","D465C","2021535","236","R","2015-12-17 14:40:14.000","G","1","C","NULL","44","I","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","28.118999481201","0","NULL","NULL","296834","NULL","2015-12-17 14:40:14.000","12","36.766246795654","39.814121246338","1282.9000244141","0","2.3911011219025","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242923","S","DT20N","1086011","98","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","167481","0","2015-12-17 14:40:00.000","8","29.121046066284","40.951564788818","37.48999786377","35.675998687744","4.8990001678467","221","31","z","NULL","A","I","F","28602"
"2881242924","S","DT20N","1073044","72","R","2015-12-17 14:40:15.000","G","1","C","0","44","I","A","A","A","I","I","I","I","I","I","I","I","14.120911598206","0","0","0","520237","0","2015-12-17 14:40:00.000","9","29.308614730835","40.920413970947","103.5","60.983997344971","0.098999999463558","221","31","z","NULL","A","A","F","28602"
"2881242925","G","DT465","2097825","86","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.420000076294","0","NULL","NULL","62227","NULL","2015-12-17 14:40:15.000","12","30.757497787476","36.857669830322","35.900001525879","32.599998474121","1.5707963705063","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242926","G","DT465","2017312","17","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.548000335693","0","NULL","NULL","139093","NULL","2015-12-17 14:40:15.000","12","36.269989013672","41.331562042236","8.3999996185303","41.900001525879","3.5604717731476","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242927","G","DT465","2023815","226","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","28.062000274658","NULL","NULL","NULL","4846209","NULL","2015-12-17 14:40:15.000","12","34.641990661621","36.80318069458","4.6999998092651","0","3.857177734375","33","33028","q","NULL","NULL","NULL","NULL","28603"
"2881242928","G","DT465","2017312","17","R","2015-12-17 14:40:15.000","G","1","C","NULL","1043","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","139093","NULL","2015-12-17 14:40:15.000","12","36.269989013672","41.331562042236","8.3999996185303","41.900001525879","3.5604717731476","33","208933","q","sensor(id=70;value=256)","NULL","NULL","NULL","NULL"
"2881242929","S","DT20N","1062855","160","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.607839584351","0","0","0","537374","0","2015-12-17 14:40:00.000","9","32.713413238525","39.939014434815","810.44000244141","0","6.2210001945496","221","31","z","NULL","A","I","F","28601"
"2881242930","S","DT20N","1080436","110","R","2015-12-17 14:40:15.000","G","1","C","0","43","I","A","A","A","I","I","I","I","I","I","I","I","14.607839584351","0","0","0","340452","0","2015-12-17 14:40:00.000","7","30.763933181763","36.857639312744","37.099998474121","31.823999404907","1.6690000295639","221","31","z","NULL","A","I","F","28602"
"2881242931","S","DT20N","1074021","229","R","2015-12-17 14:40:14.000","G","1","C","1","69","A","A","A","I","I","I","I","I","I","I","I","I","12.660127639771","0","0","0","724710","0","2015-12-17 14:40:00.000","8","28.464241027832","41.139888763428","97.509994506836","0","5.6440000534058","221","31","z","NULL","A","I","F","28603"
"2881242932","G","DT465","2026744","93","R","2015-12-17 14:40:15.000","G","1","C","NULL","204","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.437000274658","0","NULL","NULL","115776","NULL","2015-12-17 14:40:15.000","12","28.806604385376","41.080551147461","110.59999847412","13.10000038147","1.7104226350784","33","33025","q","NULL","NULL","NULL","NULL","28601"
"2881242933","S","DT20N","1073025","208","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.364376068115","0","0","0","812610","0","2015-12-17 14:40:00.000","8","29.294004440308","40.848739624023","3.4800000190735","0","2.7290000915527","221","31","z","NULL","A","I","F","28602"
"2881242934","S","DT20N","1080454","175","R","2015-12-17 14:40:15.000","G","1","C","0","44","A","A","I","I","I","I","I","I","I","I","I","I","13.999179840088","0","0","0","342837","0","2015-12-17 14:40:00.000","7","28.80500793457","41.061962127685","62.609996795654","6.5159997940064","4.7049999237061","221","31","z","NULL","A","I","F","28602"
"2881242935","S","DT20N","1071958","228","R","2015-12-17 14:40:15.000","G","1","C","0","100","A","A","A","I","I","I","I","I","I","I","I","I","29.215679168701","0","0","0","861708","0","2015-12-17 14:40:00.000","7","26.665395736694","39.299919128418","3.5299999713898","2.4119999408722","1.1660000085831","221","31","z","NULL","A","I","F","28601"
"2881242936","G","DT465","2075685","184","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.173999786377","0","NULL","NULL","84171","NULL","2015-12-17 14:40:15.000","12","37.907779693604","40.974098205566","6.3000001907349","27.700000762939","1.832595705986","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242937","G","DT465","2028250","28","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.203000068665","NULL","NULL","NULL","432117","NULL","2015-12-17 14:40:15.000","12","32.781562805176","39.910079956055","878.29998779297","0","0.069813169538975","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242938","G","DT465","2075685","184","R","2015-12-17 14:40:15.000","G","1","C","NULL","1043","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","84171","NULL","2015-12-17 14:40:15.000","12","37.907779693604","40.974098205566","6.3000001907349","27.700000762939","1.832595705986","33","208933","q","sensor(id=70;value=950)","NULL","NULL","NULL","NULL"
"2881242939","S","DT20N","1055541","5","R","2015-12-17 14:40:15.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","569146","0","2015-12-17 14:40:00.000","8","37.562782287598","37.031455993652","782.78997802734","89.42399597168","4.9730000495911","221","31","z","NULL","A","I","F","28602"
"2881242940","S","DT20N","754785","165","R","2015-12-17 14:40:15.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.242643356323","0","0","0","439987","0","2015-12-17 14:40:00.000","9","32.833530426025","39.877437591553","1093.6899414062","26.207998275757","5.2129998207092","221","31","z","NULL","A","I","F","28602"
"2881242941","G","DT465","2023275","136","R","2015-12-17 14:40:15.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.578000068665","0","NULL","NULL","131988","NULL","2015-12-17 14:40:15.000","12","28.442676544189","41.036094665527","5.8000001907349","67.199996948242","5.0614547729492","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242942","S","DT20N","1062891","240","R","2015-12-17 14:40:15.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","14.851303100586","0","0","0","1027658","0","2015-12-17 14:40:00.000","9","33.008693695068","40.151119232178","945.38000488281","92.483993530273","0.55500000715256","221","31","z","NULL","A","I","F","28601"
